fingerprint,llm_score,llm_label,is_relevant,model,prompt_version
973e4ace49528f7534066535f30b620763153e5e10ebad26c796b5416c9c7bf1,,中性,false,codex,sentiment-v1
974270bf89d1e8cbd03c302b7102cb7d37568c1c2721c911ddab33ca7800450a,,中性,false,codex,sentiment-v1
974453d539d2db4dce036dfe62d8957348875e610117154fc41b64357611e3dc,-0.5,負向,true,codex,sentiment-v1
97445ec1adcad1402d3beea5a90a3190c5f8a29897460208318b51f1f1355d65,-0.6,負向,true,codex,sentiment-v1
974896c9c0e4f968ce84e9f24d85b5aa9e40d448209672fc370ec8f4b81ff72d,-0.4,負向,true,codex,sentiment-v1
9748d48fbd2a4f171931ddfea07440247fa1788bb7d6acebef73003a918fd5dc,0.0,中性,true,codex,sentiment-v1
975031f04398882451ff3904b00bfa228376cca9869f0207f3bb880f056027e4,0.4,正向,true,codex,sentiment-v1
9751b6a40f93c30959e84f321abcc118e0be9f24690ed49c5345915904923fd6,,中性,false,codex,sentiment-v1
9754d3b103a8bb69cd0f078af25a0fcea6de6990a66c0bf0f18917e25bf60fa5,0.7,正向,true,codex,sentiment-v1
975656bf43c5e68481141ea96fbaec9cfce9ed607b5051e24c58ad4f378a22c8,,中性,false,codex,sentiment-v1
9756dadaccd02d7fe22178fbe87322aaf3ade4d4dade9e4d0ab79747f6c7e251,0.7,正向,true,codex,sentiment-v1
9757197f126530b28c57de308d7ecb522b483078f1cedf223bc49544716a72f0,-0.7,負向,true,codex,sentiment-v1
9757d69aec311e3b3feb63de9b7f0cf9c47dff18f6f3f974aa7f3cbc15209690,,中性,false,codex,sentiment-v1
975feed6aa5b88aeab7ec1feec9af059e32fe0d323bceb31157a4bc74c0544a6,0.2,正向,true,codex,sentiment-v1
97601259cbf9e74c72ba8ef00ffa5b49fe132fa7edea56d265ccbe798b8e9d30,,中性,false,codex,sentiment-v1
9760247c1ab8407f450535d3b2643a7932f0bed8701d6ca1dda13d65ba221f94,0.35,正向,true,codex,sentiment-v1
97608542d1a1f755bab42671e583c533698bcb230206120bdb093cbbe1bc1f1f,,中性,false,codex,sentiment-v1
9761009dc3c35b5774521b966dae28fa0b51a5f611a900439fd37ef04a3b3f64,0.3,正向,true,codex,sentiment-v1
97616b010052de2714ccccbb0651ec01bed44d940e989bcd3d27473fcbb89e3d,-0.7,負向,true,codex,sentiment-v1
976227cd20c21db32438529c10af64cfeada0c69ffbc51f0e91f1fedd2272e06,0.6,正向,true,codex,sentiment-v1
9763d37ad4ed76be83a2019c0382fd36fd216f7d81f7b7a2693d9aec2275038f,,中性,false,codex,sentiment-v1
976409cef84cb955d4dc1ddfbd84b93c86038f20100545f2716f39cffae5012b,-0.5,負向,true,codex,sentiment-v1
9766585126aa188719f27d4ca7d56471088d2323676beea94a6d95ae3aca3c3d,0.85,正向,true,codex,sentiment-v1
9768ff3a446d01aa8ce764890e19a33bae76276834b3163fd088cab0db8d8a6d,0.65,正向,true,codex,sentiment-v1
976ec4203e3212cf26aa257d4494c6e1011181e5d28e9e1d81580485bf3b7359,-0.3,負向,true,codex,sentiment-v1
97715aee548cfe5d0cc6556f358e54b11eb7d241955a1865ce24d535f3ee71d6,0.3,正向,true,codex,sentiment-v1
977525b27a8592a95945ca704ff9faa1636a1ccb1d9cc9dd9608d508daa5f07d,-0.6,負向,true,codex,sentiment-v1
9777a25598a2953f845d038fee9b08de60997941655f8c5c2263b943c3bcec84,,中性,false,codex,sentiment-v1
977a19127f78676c16e8c31fbb47c8efc15abd75b58bfe07bb0020f93fd74a70,-0.8,負向,true,codex,sentiment-v1
977b28ba59dee15aa871c0a66b4d6d42d72f89feefbda794a3d256af6c25aa61,0.5,正向,true,codex,sentiment-v1
977be71657cd82f627ff13c6369004f34b1ad8989e07c2fa2b6b23e27e7dd603,0.4,正向,true,codex,sentiment-v1
977cd3d1953eccfa29069e82e8d2ea0cdae3e8c94f9796b1754851a8d45f1116,-0.5,負向,true,codex,sentiment-v1
977d246eac728d664c1d5ff8cc35c98d701df7c395de615bccbfbd08e66345c0,,中性,false,codex,sentiment-v1
977e34d3d4c8f6be75abcf49c390053d5d292d8f8c515de5f8a2722b154d4d20,0.0,中性,true,codex,sentiment-v1
977f65f869f8e6f21be65f8d352075392c911a5186b60631bdb1b96d8164a51d,-0.9,負向,true,codex,sentiment-v1
977fd592fc2545915e541d5f79aed9d55af88951db5aef7c33f38556971594f2,0.2,正向,true,codex,sentiment-v1
9781588965eb345f068871663c170f6ce68f9ff27abc6eee26b4abe09d99b47c,0.0,中性,true,codex,sentiment-v1
97838d0a534ede0552d5dd47fbccefc5549f76b83766d3e61f36a1ce77b7e250,0.5,正向,true,codex,sentiment-v1
9783b7aee9d570502aa2f6c36119affe17566597f8aa9dd0de9680f67c85cba4,-0.6,負向,true,codex,sentiment-v1
9784045c2f6074ec2a4ae98f6311b13a5210aa1552ee216875ba33a4803b71bd,0.5,正向,true,codex,sentiment-v1
9784460815c536d200c01ebcfa02905174fc60b57b883d7412656cedc943bf6b,-0.7,負向,true,codex,sentiment-v1
9785262420469461ab8278ce38c2e99964abeebe97f722bec349478154b83546,0.7,正向,true,codex,sentiment-v1
978921f3c481de3794607ea1282e674af96ffa26a2564e7bf2fe5a8cfbfad1f7,0.0,中性,true,codex,sentiment-v1
978f26242345c6711289da91a1193cc1e1f11fca42af48defc6aad775303c91a,,中性,false,codex,sentiment-v1
978f9663cb8c23c2bec32340d1880b57586b2e18d4c92966e4a456d297b6490d,0.0,中性,true,codex,sentiment-v1
979185a27664afcb653bcd3428936e9075211d4c374795a87fb33c5025ec9727,,中性,false,codex,sentiment-v1
979276b4db67a2d1d2d0ffa25c0bb2afe61b49f943b918f1cf9401e3da87923d,,中性,false,codex,sentiment-v1
97930a745b671a9a817fcf08ac504cc9f1f823d2c56c406001656fa02b4b2ed6,0.2,正向,true,codex,sentiment-v1
97935e8aab9f03c57c45ec100f61f3d48d32fdece3f1f2cc449008394a6f28a7,-0.8,負向,true,codex,sentiment-v1
97938dff43394fa499733c938227f6eea6a7096feaff97fbac89dfc83937ac46,-0.8,負向,true,codex,sentiment-v1
979420ed7afd3b4791af2917543ec6dc18e5fe0efadc03177338f43b8367f882,,中性,false,codex,sentiment-v1
97956ed9b4cdcc96c0d0f5db656381bdcbc2e44ca85489aefb47cd9358b9eb80,0.5,正向,true,codex,sentiment-v1
979573e1d978bcb9b78c177c75448df6c7259e9eec90a695d985cab9e0b32b1a,0.25,正向,true,codex,sentiment-v1
97979f9e88a2d42b6ad0c4aaa632b44ee1ca386ab01e7b09b73f34416de3f6be,-0.45,負向,true,codex,sentiment-v1
9798dcecf8fdc290c95d94bd6ff01119d97fa99240e37fd379f5ec07cf973af1,-0.3,負向,true,codex,sentiment-v1
979c74011b8b905edb4d7128e4c8d0291e47ab264ba4b229c5fe3e7041dc4d30,,中性,false,codex,sentiment-v1
979e9428e3bc94bb1ec88a816ecca8e8928ef337c12f30daf0f3400ca4a3690c,0.0,中性,true,codex,sentiment-v1
979ecb2717c739c124b607900f54228e573f85a38a0db35372c0620710b209a4,0.4,正向,true,codex,sentiment-v1
979f1e93f985eab97e42c7f8836221c794752d89d5acf8187c55d3b2323cf54e,0.1,中性,true,codex,sentiment-v1
97a192956bdf939f5ed813181608de066544198163ef09b88744f6c95a8db5b8,0.8,正向,true,codex,sentiment-v1
97a2a336c5bfd15a37d5d5a6fdd3cf178ad7b64875630d13492db742fe899b5b,,中性,false,codex,sentiment-v1
97a38cb68001eb19fa90fd1b496b97864fd6e055501ead959a576bcf7483e12d,0.3,正向,true,codex,sentiment-v1
97a6beffd6d1e1d817f76293071a42a090e10ea34f4e047da5191e721dee0edf,,中性,false,codex,sentiment-v1
97a71505ce32ffd7b43e7fef8dcbafb8fc8bb53bb632abf717b9769a59be6b00,0.2,正向,true,codex,sentiment-v1
97a8d1261dc38761dcb57f705bead21732c008b899065faaf3a4266628c58532,0.7,正向,true,codex,sentiment-v1
97a8ef6e2df9ec85fd193a5cf8d55d8de8687584e06b05aaf58e54ebdf116d90,0.8,正向,true,codex,sentiment-v1
97a9fecdd74ef58c01ba2e754e351e17b86aefa25cbb513809732aab610518de,-0.3,負向,true,codex,sentiment-v1
97ad6a43f7eff29ece1454ad4765ee33991deea0aee75cae2d1817bbcb97903a,,中性,false,codex,sentiment-v1
97ae6a34d36004d4d4e5a7c122410584cafaaf2a1132cd701228f67879b03d00,-0.4,負向,true,codex,sentiment-v1
97af35c439a1a49567ecfd37585eaed7ce3bc570d34628dd50eb5825127d4945,0.4,正向,true,codex,sentiment-v1
97af5a5ea8f8c8512f4d4246498dff7cc07bfd9bf7b197421a000f83e7a7e93c,0.6,正向,true,codex,sentiment-v1
97b4a450f1a10ff13ed5729d41ed4f73c5c1356e90c19bc5fb24083df6cc9c43,-0.6,負向,true,codex,sentiment-v1
97ba3a20b2c246d45fcddabecc81842e97ab0a61a623ac79e74efe0d04cd567e,,中性,false,codex,sentiment-v1
97baca054c3ff513749201ac9b7038d6afe4666d786d67461a2803b690a32e8e,-0.45,負向,true,codex,sentiment-v1
97bc7ca698ec654612e7fbe965772beca3c9569095b2ed564585759d38debc22,0.0,中性,true,codex,sentiment-v1
97bf03e01027a332942335d692cda8ffad872a48df88f9ca4da6f60c9661d90a,0.7,正向,true,codex,sentiment-v1
97bf83f5a5d05ef1a2cadaa9d9da86f0b06b23120493cc94fce71cdae8896086,0.0,中性,true,codex,sentiment-v1
97c20fcdc9ec5e97b602facaf6422641a1e53390928c0d4976977bca310f794c,-0.7,負向,true,codex,sentiment-v1
97c5d3558812547ee1021c1553461e75d1776b07611959d28a715f17aa7e9ebf,-0.4,負向,true,codex,sentiment-v1
97c5d660ee6c1aac7af25db7f66344ce25f8ee12c1345286258e0c0a97c8ad98,0.05,中性,true,codex,sentiment-v1
97cb1b5b7310bc6aa57074d2421c495252bfbefcd73fc58fd6751c69eebc66d9,0.7,正向,true,codex,sentiment-v1
97cc005966f31253cfe57aab253adc9c7e8e490c2c515de8a1fae49901f85442,0.7,正向,true,codex,sentiment-v1
97d1b4125fc887c182dacb1ad02229f9bc30dc9a1a5ce919403bfe5fa1bcd788,0.35,正向,true,codex,sentiment-v1
97d32e08b2334b104ee0ab4fd5c3622cb85b7264467567cb4ca404c0fc9dc896,0.4,正向,true,codex,sentiment-v1
97d4010fdcdc5b3e1c9054028d4fed0b00489f36da8d3d6e576138e9d1b8eb49,,中性,false,codex,sentiment-v1
97d56f6add205db270d9d1b303aa97fd635e694c7ed1f000a539bf5040b7e6d4,-0.8,負向,true,codex,sentiment-v1
97d79a46c400d373027171ccb9ed6d3a6ec8bb8c0b539ae0d1aafc90b5682021,-0.3,負向,true,codex,sentiment-v1
97d7a8b4847899de85957c1258d4113ac3893d6fe09c245226ee458fd53bbc59,-0.7,負向,true,codex,sentiment-v1
97da103ddad3e4027b3cc5c8c1ea3ec14e463a17edef3d255997b31ffcd8c679,,中性,false,codex,sentiment-v1
97de12d3ad05870c3b2cd25b0ea8685e32b2edce8941214fd51ccc6d3741ee87,-0.5,負向,true,codex,sentiment-v1
97de20ed3e54669e455e50cea71ba23248f6309d8a4bb06e4f973c024a5d5edd,0.6,正向,true,codex,sentiment-v1
97de619fc83558ee18ee67e153ff173119dae42a51d01ab4c2ef1ac32ade7da4,-0.4,負向,true,codex,sentiment-v1
97de91f62d54ef5ae7d09fdfa595c8cc60845c4c66f8439b18e9761c22117d68,,中性,false,codex,sentiment-v1
97df0369b2c7376dfd4016b3cf7d14776cb6fbf5d2227edcade5455839229da5,,中性,false,codex,sentiment-v1
97e012a55fb5212c4e8c053e6e496f02518c34128cd6b0edd67b23f011a8acd5,-0.8,負向,true,codex,sentiment-v1
97e0b7b916acac247f4ab4313754c11c5f450daff2e1c77a04e24129e73e7f5d,0.6,正向,true,codex,sentiment-v1
97e215cf4f6dd8cd2ae0845e90e6b1658c570e356d1211857e593c19d1ecd15f,-0.3,負向,true,codex,sentiment-v1
97e2e013663b935ce8fa937b5173551125ad400c0ed3c02103ebd907edf405c4,0.3,正向,true,codex,sentiment-v1
97e54e18f27d1b781782089b1d1bbf3c8911dfabf2b1644cbaa7806f9b91c2a6,,中性,false,codex,sentiment-v1
97e5994afc5261ab0f97c65c1183ef86989b1154066d69597229357f566ca007,-0.6,負向,true,codex,sentiment-v1
97e71711f2dc49f072715b7e99a5d93b1f130a0b881cb3ff34512730c934d958,-0.5,負向,true,codex,sentiment-v1
97e7c59adb64f60d3af7db09ccdc378cb33862e2ee8c5f155c1cb7f3c7ce253d,-0.3,負向,true,codex,sentiment-v1
97e86c48f351478dca8e3122f37b687d20c7f7630b27615af842981d9bd0f5a7,,中性,false,codex,sentiment-v1
97ea76081951886ebdf3acf7534bfd62ffe2a24f9f937016c5c407adb3324139,0.0,中性,true,codex,sentiment-v1
97ebcc65b59915a95a32b7c76659556c9be43ba54cee7d151c5a0b4025670790,-0.2,負向,true,codex,sentiment-v1
97ec085b60965262c20ea53b800c9edf8090a95bb41fa666cdb11e510ca1acb3,-0.3,負向,true,codex,sentiment-v1
97ec33f610ecdf99337dd28a585971fa036f604cea004acea3b407067c9be1c0,-0.8,負向,true,codex,sentiment-v1
97ecca071722dd8c2937c30ee2f981b30770b5e74a250c386a20a5b6c38dea95,,中性,false,codex,sentiment-v1
97effe4170b67cf121cddf572ec2e7097f7113add4edfa137df468ac374dd11a,,中性,false,codex,sentiment-v1
97f0270f1858d1243df5d8bde7c7a39e00a242b710e1630da8083d579a13ecbb,,中性,false,codex,sentiment-v1
97f0b80e14647702377e5750ef577ff1b0d6d5f6688136d8ff5f3635eb54545e,0.35,正向,true,codex,sentiment-v1
97f108cc284f471d6ceee477f7adcdf9f6f926f443782c4f933ac1b33a747785,-0.75,負向,true,codex,sentiment-v1
97f504e133c8f60ea960b66a819db61c5217d118d4ce90d32f28cb213b1254c2,0.5,正向,true,codex,sentiment-v1
97f6a9f9e3acc69e0dda15d077589224b7cd9a0ee4bf83f87f47efa1f8ffcaba,-0.25,負向,true,codex,sentiment-v1
97f72c0e19c25c8d24527b391856cb0ab6d9cd7ba43c2ce7ccbde48643422a63,,中性,false,codex,sentiment-v1
97f8cb0aeadd9a55bd76b8f0964df75bb869870922a23633d04f73f47841bb5b,-0.6,負向,true,codex,sentiment-v1
97fb310403e0e2c6bbb974eeaae5a106ffeadf9bd4d3c3f5396abcecef3801c0,0.4,正向,true,codex,sentiment-v1
97fb9f71867036e7ff5c827845e8848f03080e16ccddde38c67095195e1be640,0.0,中性,true,codex,sentiment-v1
97fc5b786bd7541bad8d14de75ddbe0eb3827a8de03ffab0d98934e57b5c06c8,,中性,false,codex,sentiment-v1
97ffff809925b0f4c6f6ca07f72b10decd49fb5771220e606277f4223095611d,0.3,正向,true,codex,sentiment-v1
9803c82b028e5194f80efc5182e123bc5808ccfe3d1c5b394be45e2ecd8a92b9,-0.8,負向,true,codex,sentiment-v1
980408bd9c18234a80e41704c691363fd5aa807762fd3368ec452d1472b0af2c,-0.2,負向,true,codex,sentiment-v1
98044e7f1125cc0620f1e185776fe71daf1585574572c1baaf7c867516389254,0.4,正向,true,codex,sentiment-v1
98048ee10696890d5eb19ce9fb7541f50ff41a8007e41d492b557042ee5eca5e,0.0,中性,true,codex,sentiment-v1
98055caa00efbfefe0f94c4e8f5f19ce96b5c95661b6c64fe30fbc654c58ecf2,,中性,false,codex,sentiment-v1
98076951ad28ea4013dfadcd7632b13281d4e416819ca428f6d3360264a5450f,,中性,false,codex,sentiment-v1
9807bb3cefa9884976f82ffb940476b13cd6b477d5ab0f1dd75fd2a8fc5d4b59,0.7,正向,true,codex,sentiment-v1
98081e9992df81d9bf3872bb5c7d982959348cca62ab6104da7f76f542313345,,中性,false,codex,sentiment-v1
9808c79fe75b095e978aa210fb75f2e03d9562912a94263b775c828e3cffe511,-0.7,負向,true,codex,sentiment-v1
98090d1cf34740f4ecf67294d11b4549f8784d059577473ccc3a799a4f90fa67,-0.7,負向,true,codex,sentiment-v1
980da1e7a1d18e0219ceb4c8ebe55514b50ca985608fc589e3ae02c334231bf0,,中性,false,codex,sentiment-v1
9814037b536cd08c872a036fa3c6a8ba5c011ac7cc6fb18fdf3060869bab7495,0.5,正向,true,codex,sentiment-v1
981473808b74c19edf3b2a0f2705c621ab57dbdc622ba38520a38eb38a89e804,0.7,正向,true,codex,sentiment-v1
9814f1db3af38648559d2cf1ca5523dabb49d51dc246e099afee6ea188017a47,0.25,正向,true,codex,sentiment-v1
98166330d56c736e596c076ba17656fa8a9462ad061c65bcf4b96cba734b9614,0.0,中性,true,codex,sentiment-v1
98175480257b4ec06d0696fbdf5f6faf5e4f2118deadf499807760c0c70ceb01,0.6,正向,true,codex,sentiment-v1
98204a3a0f685a0b72a29e2553f2a15523f373acd79b632ae1ba3ee5eb158d9f,-0.6,負向,true,codex,sentiment-v1
98212b77671a06a797e678287c4b2514c5d134f2c3348f772cbb3ca55d9c096b,,中性,false,codex,sentiment-v1
9821f16cb654a46cad8d27ddfaf5601b301a9a7914a8d2a23cbb21cb7af6ded4,0.0,中性,true,codex,sentiment-v1
98220ea87b0ec01c273ecbb1d6d1d34c44316586d9b220ee91cec51631478afb,0.4,正向,true,codex,sentiment-v1
982282cbe7f5858ddc26de3231bcc9b1fc07bdd2c1a889f0b0156f1e4374fb96,-0.2,負向,true,codex,sentiment-v1
98260f5103bb5cc96646fa24124a75d7708aa1bfb6b4c4e1164291cf05003930,0.4,正向,true,codex,sentiment-v1
98262e1e31cc7b7ea9de4ae0809cd276aae2e0f7310787f2efb0ed097a90d50b,-0.3,負向,true,codex,sentiment-v1
9826e9c3b48d4296415a581ceab565be7c59f0d6172c4406175d49c1cefb4afd,,中性,false,codex,sentiment-v1
9826f780c4c65f6560564bd683415cf603c0475ef95d5dca905b8134e56745ad,,中性,false,codex,sentiment-v1
98282b2397972e6cfe7d03f670b6b5de5c1a8210e8e0689c28450d80cd4dec79,-0.7,負向,true,codex,sentiment-v1
9828e9da94e1163c635ec93df9446101ae213f7eb2e7df39e42f24a786426e9c,0.7,正向,true,codex,sentiment-v1
98290b209dc02c89bc473c54a3955b97f4f2b871832cf94ed4097631aec82624,-0.3,負向,true,codex,sentiment-v1
982925b9bd144a0780015229a48e26615a910002b688dde340eb65ce0959ae51,,中性,false,codex,sentiment-v1
982d3ef395e737d805849579dc0d755f1537afc5523da457572f647516833a26,-1.0,負向,true,codex,sentiment-v1
982dda68d8b22ea168d66ca45d9faaa5941c462076b38cee1ee98a0baf73b992,0.3,正向,true,codex,sentiment-v1
983211215d7348cc3ee8847b47ce6622d8c3bd0e9f41cc9b19d93fef077f9cb7,-0.4,負向,true,codex,sentiment-v1
9832266b76478e4c469c3a71aeb486672c946147681bfb64c5b3532f3c1397dc,,中性,false,codex,sentiment-v1
983386b25281785f6fe927b9b3b0d55667e5ce604a7758ea2dd36a7d6d0928de,0.7,正向,true,codex,sentiment-v1
9837d65c16575367ebf9dc607b35eac1fdf0ebd66ab6500d41a6c9a68bba3c5c,-0.6,負向,true,codex,sentiment-v1
98385c603d013f583db4a1b2f90533cb18157291f2713c50fce4835bc97d12e1,,中性,false,codex,sentiment-v1
9838c1c1a72bb4720399e5a91e44baea2c0e3deb5ae19adc76a0e32c48daf41c,,中性,false,codex,sentiment-v1
983e072d20123e843a076c2a125b58681b8a0e0b4bfb83e9590ad056713a5225,0.6,正向,true,codex,sentiment-v1
983e4f34936e4dbfb1bd99c19639748bc857143ee835207596b8bbaaa3e98656,0.75,正向,true,codex,sentiment-v1
983f091cf845650c359cc2485eefdefac6363959dc0d0d067676d3bb9b2ed700,-0.7,負向,true,codex,sentiment-v1
983f80b664a96522a5292fab5f970858b2b1e2da93a0e3d17c68e8371a88de9a,0.0,中性,true,codex,sentiment-v1
983fa743d623618229629f3e38af4acbfcc08b1b9f289048382d6153d6e83782,-0.9,負向,true,codex,sentiment-v1
9843729ed7e853d1bbc0a0146ed6c1448f2b1e2d6adb33513d8e33e95e7be244,0.8,正向,true,codex,sentiment-v1
9844650287dd81e3992e6157cd58e815620a334164e77b21c60c1fc7df555ab0,-0.3,負向,true,codex,sentiment-v1
9844de162fadb2f83f955d7e5682896b343f2c36939bee1adaf54b2696cd99ae,-0.8,負向,true,codex,sentiment-v1
98481f4030aae68b66ce424ee385dc5b389f761ac0b9d3d256cc70b57dd8d5a5,0.0,中性,true,codex,sentiment-v1
9848d2dbf4dbbe90b1e583959cb5bb0bbedc0889fcf92c47e7e2cd9b6de5e31c,-0.3,負向,true,codex,sentiment-v1
98491d050131981e379c228effac392fa9e3b392d257945d7f110ce3ea3bb453,,中性,false,codex,sentiment-v1
984c06a4567d31b01918ac0d6363f2936bed108273d53efb9ec596e9a86ad590,-0.5,負向,true,codex,sentiment-v1
984c40bc199dc9e12343e26179c96df44e075002d2c41403b325dc97e1952103,,中性,false,codex,sentiment-v1
984e38ab04d67249bbee1ef2e613280408c38fc83f78fb4b05dd8591aee2dbe5,-0.7,負向,true,codex,sentiment-v1
984e5fd8e7335e02c929653836689975ce3228b8789f725161ccea79fc2a2894,0.9,正向,true,codex,sentiment-v1
984e63f779c719c567160297807faa500aec4ac47ad4c7e0044015d4c4586963,-0.4,負向,true,codex,sentiment-v1
984f944811131bd75eae66bb371b03d2b134dc185626f16402b40a510a3ed05a,0.5,正向,true,codex,sentiment-v1
9853e7ecd99cca1edb5e146e234340c018f03db29e791363827a3068ddda3471,,中性,false,codex,sentiment-v1
9858c512efff07468770de787dfc1fcae426ecd31c0f25813c91625a55c49926,0.1,中性,true,codex,sentiment-v1
9859fd36a0e0f6e62b376a2b1e996a72e75d1134a7f30ea31481a56398c92e5c,0.4,正向,true,codex,sentiment-v1
985a056ff6874d31aa61f304606b99d0a724afc3ee29212329a6cd766a6e057d,-0.6,負向,true,codex,sentiment-v1
985a3c79a49e202db7169492c5d1577d07762e933be48e39dd191e84430d485d,0.8,正向,true,codex,sentiment-v1
985ae1957d718f1c46e542c35fcea6acb47a99cb85544d6159a040d528785ec9,0.4,正向,true,codex,sentiment-v1
985bd0f4cde434afb3a7f98a5253887dc8f62512061927d8aa3ea9a58adf47aa,-0.3,負向,true,codex,sentiment-v1
985c9aa13d15d0b6518c54ea68e468d19b96684589013f3252bd1a55a9c092ee,0.6,正向,true,codex,sentiment-v1
985d748d4702ec4cf9d8dc24c74fe8b45d6e5ce006cfa46c164a10723dc0664e,0.0,中性,true,codex,sentiment-v1
985fb9cbcec4b5c2ba3cc8c63de414ea1c0860e76d63beeb340f20c865410501,0.1,中性,true,codex,sentiment-v1
9863943bd8bcb8019d534bc3436c6f8e466dbf87bdf4e24655a7454d5697721c,-0.5,負向,true,codex,sentiment-v1
9865c634b252169de46d47b2d91d67b81df015e9fd268f0462849e7c84e6dea0,-0.3,負向,true,codex,sentiment-v1
986605d6f571e92a1a2af5b59767eaf72320510981784c465cf73b7407824d80,,中性,false,codex,sentiment-v1
9867fc2761f81ae85e342820a2531638d93ae4ec87d83b1baf101965dbb0b153,-0.5,負向,true,codex,sentiment-v1
98680d04d8b04c2544cc82bcb792c7c03b3a05586c0101f8faf99fe6632ae802,0.6,正向,true,codex,sentiment-v1
986976e3c65ee24e82788f1a2e2855183f75e43e3d8b7e7afc7acefec7961600,-0.5,負向,true,codex,sentiment-v1
9869cb428353f7d3540feb506f413b7f6d6546d58cd601f8acc39f58186af5c2,0.7,正向,true,codex,sentiment-v1
986a67fe220a6270eda74dbde636d35a1519c4e56bea8bb43da74898e46aae88,,中性,false,codex,sentiment-v1
986b357f48773f79204ec719752f24c5a5bab658113dc80d766889b3682fa95c,0.0,中性,true,codex,sentiment-v1
986b927ccebd8e5b79f61dbcd7bc60732df6a2e666e77fd6f9a26b60d77bd802,,中性,false,codex,sentiment-v1
986c4e19440d4a542624e84d9e2b7b530bfb99f76a665929b5b8e93c1d719542,0.3,正向,true,codex,sentiment-v1
986c84c187142ae75284e0481eab9dc0f72157795afebbc9ede814c8e0228e9f,,中性,false,codex,sentiment-v1
986c97a70ecdf223d82ae95d42cc8b67651b5074dbc887b85a36cbe135d37015,,中性,false,codex,sentiment-v1
986dafda11372648a4e6c2f44147569c7b16642fdda5c9a9a07df053a3ac73cf,-0.6,負向,true,codex,sentiment-v1
986e7d8b2aae4b5f0924331938c22c6d5bcd4be1bed2fe35b18fc01e3a38d4e5,0.8,正向,true,codex,sentiment-v1
986ecb79b3fcf7c4c02f79b86a792a63eeaa6bddfc6b21222ae0b2e38324d837,0.0,中性,true,codex,sentiment-v1
986ee0172a8308afd39d9fb7632ba076a86b3d33f23a37e09b6ec94f36b28291,-1.0,負向,true,codex,sentiment-v1
987116acf6a37d5446d7a1b4b0a1d3200b9b8f0ecdb958c44fa608fc7d4ac12d,,中性,false,codex,sentiment-v1
9874c20cea01ab25da7f8d1b3150f58471ccea481023eadd56a259f954886878,0.35,正向,true,codex,sentiment-v1
987505847d1b0d1d81b339067c1e518570662e51c234091947b9d1eadf7f1d77,0.8,正向,true,codex,sentiment-v1
9875b1b1b1bb99c7ef9f134db24242cfdf0137cd314b1cf00b2071a76999a8cb,,中性,false,codex,sentiment-v1
98779fe84f7a80d59513108562d6955b005abc71b212edce3ae8479294167134,0.2,正向,true,codex,sentiment-v1
9879599a9c2949206f0d340883df17d093958b92f28442ca8476a5dd1d57213b,0.0,中性,true,codex,sentiment-v1
987c2e5bd17b6726e422c701701b0ff74e53894fce84555ac7f22e22a4352439,0.5,正向,true,codex,sentiment-v1
987d771ce5d7a07a5989d3296acb9dd1bd599a1fbc24dd8e0ac0f48c5133d0c5,-0.5,負向,true,codex,sentiment-v1
987e3fd516ab63732085db623e88141a0f2848eca93c358b1a4a7dc5b6b26cb5,0.0,中性,true,codex,sentiment-v1
987ef283def0a2400764db9f69fca28b6ba27927fb6b80f039fc0ec0d04636f4,,中性,false,codex,sentiment-v1
9880c6e86ec63102de8131b0ee07441577243a6210d7db24dce638add52f12c8,0.2,正向,true,codex,sentiment-v1
9882f50ad0534660fd54b0e1fe1a7ccdc5ac9416b793fb54612be8920c0667d0,0.5,正向,true,codex,sentiment-v1
98830009a2bb0b072251b02e7394f8cc4a2f69da05facc110ce3366a7b50043e,-0.25,負向,true,codex,sentiment-v1
98863fa94de85016151ecbdc0db759e47df1272d546aeb86f503cb1871900734,,中性,false,codex,sentiment-v1
9886da943b874ec1e00556695f62768cf80979b2c1fd53f388ad994d9d3f0250,,中性,false,codex,sentiment-v1
9888a5621a0a0e1d69a2224f0f8868ae329015dd0b4f2a4890f62840731946a6,-0.5,負向,true,codex,sentiment-v1
9889cd5f74720f0dab07c82b19118e3c639a74811084831664ed0cea0abbe8f9,-0.4,負向,true,codex,sentiment-v1
988a6eb1059ef128e61794b2ba7f8f48520702cd8c929cb1d18136d6326ce0ae,0.6,正向,true,codex,sentiment-v1
988b56687878074f9caa7136a974cdd0e928aeb1f7f4d98e8b7c206b99a9d6a3,0.7,正向,true,codex,sentiment-v1
988fc49c89a9ebfa58257a4dbe8bdef381100c4ef49ad7b22227286cd178f3de,-0.55,負向,true,codex,sentiment-v1
9892df1a2fa9596e8d4e4665d5417e4e387619c13091c40b7714d32c82a14b3f,-0.7,負向,true,codex,sentiment-v1
989311550045e745f9792c6c9df84fc03b239e1a52d5b9db5ce8e335f5965029,0.0,中性,true,codex,sentiment-v1
989385bfe50ce3cd85384560fa78086d8e110b669278518dbe2637490ed7b060,-0.55,負向,true,codex,sentiment-v1
989613bfeba592344b1b2a7de9d9fa9491fafb2df7cdf15e6cfcb4de6b57958a,,中性,false,codex,sentiment-v1
98967f67192a52a4606cf86584c47f98eaccf5c6e509ec173273b76f4a3189dc,0.0,中性,true,codex,sentiment-v1
