留言內容,llm分數,llm判定
又是南海店 上次香菜也是 那邊是住什麼尊爵不凡的人嗎,0.0,中性
"很好,我繼續跳過 XD",-0.5,負向
想吃山葵,0.3,正向
全家要確欸,0.0,中性
"建議吃綜合的,單吃沒辦法",-0.2,中性
想試山葵~這口味的確獵奇 哈,0.3,正向
醬油真的超噁!,-0.9,負向
真的還是要綜合比較好~可中和一下芥末的嗆度,0.2,中性
再加一點生魚片(誤),0.0,中性
生魚片口味應該是做不出來那來個蘿蔔絲口味好了,0.0,中性
這什麼怪口味,-0.2,中性
我覺得巧克力的比較好吃,-0.2,中性
感覺甜美,0.2,中性
"說什麼巧克力的好吃,都是垃圾,油耗味這麼重好吃個片",-0.9,負向
"它是「生」甜甜圈,不是一般甜甜圈",0.0,中性
推你的結論,0.0,中性
"吃過巧克力跟香草卡士達,個人覺得全家的生甜甜圈不好吃,麵包體本身偏乾,口感不佳",-0.8,負向
抹茶的還可以,0.3,正向
不懂生甜甜圈的生是什麼?有灌餡的意思?,0.0,中性
看google是說「濕潤、柔嫩系」甜點,0.0,中性
油味真的比較重 偶而和人分著吃還可以,-0.3,負向
油耗味超重 只適合不挑的螞蟻人,-0.7,負向
"我也覺得是吃完就過的甜點,可可版至少多一種苦甜風味",-0.2,中性
擺到友善時光的會越來越不好吃,-0.3,負向
麵包體難吃 不推,-0.8,負向
人造奶油甜點先打槍..好希望能有點真鮮奶油的甜點,-0.5,負向
"款好像巧克力評價也不錯,建議放冷凍後再吃這款",0.1,中性
不太懂生甜甜圈的麵體都是這樣的嗎?,-0.1,中性
很油 難吃,-0.9,負向
好吃 喜歡,0.8,正向
"內餡算多略甜,我覺得跟家人分著吃比較剛好",0.2,中性
"油耗味重+1,抹茶生甜甜圈也一樣",-0.5,負向
有油耗味 不喜歡,-0.5,負向
"油耗味明顯+1,不會回購",-0.6,負向
"這顆真的很油,差點連一顆都吃不完",-0.7,負向
難吃 油,-0.9,負向
這有出抹茶的嗎?想試~我去找找,0.1,中性
個人:香草>巧克力>抹茶,0.4,正向
好吃喜歡,0.8,正向
可可好吃,0.3,正向
我覺得還蠻好吃的欸,0.6,正向
相較下比較喜歡可可口味~有點苦甜 還行,0.2,中性
全聯那個好吃一些,-0.3,負向
我也覺得有苦味 吃一口就不行,-0.5,負向
覺得還好~個人比較推巧克力跟抹茶,-0.1,中性
吃起來就歐菲香,0.0,中性
我覺得這系列的東西都很好吃哈哈,0.8,正向
蠻好吃的,0.7,正向
"首先要能找到ok,萊爾富現在好找多了",0.0,中性
要先找到OK,0.0,中性
殘念現今全台ok剩不到千家瀕臨絕種~只能說買到賺到嚕?XD,0.2,中性
感覺很好吃但要先找到ok,0.3,正向
我家附近的OK變成全家了,0.0,中性
這可以買 好吃,0.8,正向
OK更稀少了,0.0,中性
首先!,0.0,中性
"我家附近的OK收掉了,想吃還沒得吃",0.0,中性
看來以後又多一個便利商店可以去發掘了,0.1,中性
看起來料不多 不過大家都說好吃 剛好又有雞肉蛋白質 明天去世界健身練完來買兩個吃吃看,0.4,正向
附近沒ok 可惜,0.0,中性
"統一布丁一顆10元,瑞士捲那麼一小片也不用39吧,超盤",-0.8,負向
果凍布丁就別提了,-0.4,負向
果凍 bad,-0.5,負向
"好奇上面是眼睛抹屎嗎,人家就說不是果凍感了",0.0,中性
懷念起前陣子的布丁夾心蛋糕了,-0.1,中性
如果是在說我的話我是在跟一樓講就是..,0.0,中性
全家布丁系列都難吃,-0.8,負向
沒有合在一起的感覺,-0.4,負向
很普通 可以不用吃,-0.4,負向
"看到友善時光就被買了,真是不好吃",-0.8,負向
買一個統一布丁+海綿蛋糕就好了?,-0.3,負向
感謝分享XD,0.0,中性
全家跟一顆布丁槓上了嗎XD,0.0,中性
"感謝分享~我之前以為是上次的夾心蛋糕,原來不一樣",0.0,中性
買生乳捲跟布丁夾著吃就行了,-0.3,負向
說分開買就好的人其實根本不會去買 只會酸而已啦,0.0,中性
"很普通,不用特地去買",-0.4,負向
還好昨天友善沒有拿它,-0.3,負向
感謝踩雷分享,-0.5,負向
布丁比較像烤布丁 還可以,0.3,正向
要評論之前先買來吃,0.0,中性
"蛋糕好吃,但布丁太紮實,有點可惜",0.3,正向
711出就會變成焦糖微苦 是大人的風味,0.0,中性
不太喜歡這款布丁的口感,-0.4,負向
昨天有買~我還蠻喜歡蛋糕的部分 很綿軟,0.5,正向
"這個真的不怎麼樣,不值得",-0.7,負向
"前2天吃不錯,焦糖微苦 布丁確實紮實 不是綿密感較可惜~蛋糕綿密+奶油的口感不錯",0.5,正向
"昨天吃了,很愛。之前全家的布丁上加蛋糕也覺得好吃。這款蛋糕和奶油都好好吃,綿+甜+奶;布丁上面有一層透明的東西,第一口就是吃到那個,驚為天人。不過直接吃布丁有點苦,小口小口配蛋糕可能比較好,但這兩樣口感不同,完全沒想到要一起吃...附帶一提,全家的抹茶甜點我覺得太苦了,吃過一次就不買了",0.8,正向
如果有發優惠券想買~最近變熱 會想喝飲料,0.2,中性
我覺得蠻好喝的,0.6,正向
我也比較想喝蜜桃口味的,-0.1,中性
兩款都好喝~,0.7,正向
我朋友蠻推水蜜桃的,0.2,中性
喝完想喝清心的紅心芭樂優多了,-0.3,負向
芭樂很好喝,0.8,正向
good~先收藏,0.2,中性
"QQ蛋糕捲很多人推,但我覺得沒到大推程度",0.1,中性
最中間的好吃 但沒有很推,0.2,中性
滿好吃的ㄧㄚ,0.6,正向
"好吃,最近常買",0.8,正向
看起來還不錯,0.3,正向
就還行,0.2,中性
非常喜歡這個 QQ的好好吃唷,0.9,正向
"如果是拿來當下午茶的點心應該還蠻不錯的,可以再泡一杯茶來做搭配,謝謝分享",0.4,正向
最近吃了 還不錯,0.5,正向
QQ好吃,0.7,正向
應該是近期全家甜點QQ不雷的一次,0.6,正向
我覺得生巧和奶油不錯 但少了點抹茶的苦,0.4,正向
我也覺得可以再苦一點更好,0.3,正向
很好吃啊 有乞丐時光必拿,0.8,正向
感覺很好吃,0.4,正向
感覺還不錯,0.3,正向
"覺得普通,咬一咬之後嘴裡剩沒有味道的QQ,其他抹茶、生巧克力等都不見了沒人陪他",-0.4,負向
"覺得譜,真的吃不出啥味道",-0.4,負向
千層比較好吃,-0.2,中性
"覺得這個比千層好吃,千層超普",0.5,正向
這個跟檸檬塔全家友善必掃有多少買多少XD上次看到抹茶Q卷有5個 立馬清台直接晚上一次嗑光 開心死XD,0.9,正向
樓上的一次吃五條真的強,0.0,中性
繼續無糖綠,-0.2,中性
這價格有點高,-0.3,負向
無糖茶不課稅然後賣35 只能說台灣商人真的很不要臉,-0.7,負向
這價格還是喝無糖綠就好 茶裏王不同口味也是有不同價格,-0.4,負向
好 喝看看,0.2,中性
今天喝完感覺沒啥特別~試過就好但就是貴...繼續無糖綠!=,-0.5,負向
這價格我會買900ml的無糖綠,-0.4,負向
太貴了 沒辦法,-0.5,負向
單件29 兩件55,0.0,中性
"新品可以去試試看,如果覺得茶味太濃可以自己再加一點冰塊,另外其他款也是有可能跟著漲價XD",0.2,中性
還是喝無糖綠好,-0.3,負向
有那個金萱的奶味嗎,0.0,中性
太健康了,0.1,中性
"奶味微微,喜歡強烈奶味的唯一推薦康青龍金萱,但首先要先找到一間康青龍QQ個人覺得這款還不錯喝,跟外面手搖味道差不多,雖然價格也是。",0.4,正向
台北剩三家 快倒光了,0.0,中性
原價我會買手搖,-0.4,負向
35以便利商店純茶來說真的蠻貴的 還不如直接買手搖,-0.5,負向
直接改買大瓶無糖綠,-0.4,負向
還好高雄康青龍剩下最後一間,0.0,中性
這款還行 但還是會優先選無糖綠,0.1,中性
不如直接買南海的奶香金萱也才40更好喝,-0.5,負向
鶴茶樓的奶味也很重 但我不習慣...,0.0,中性
"茶裏王 綠茶玉露吧,日式綠茶很難喝,前者25後者20我沒記錯的話。統一他們家的要茶味濃的還有濃韻系列的那兩個無糖茶(忘記這系列是25還是29的了,反正不是20塊)。",0.0,中性
樓上...濃韻確定$25沒變~,0.0,中性
我還是去買五十嵐好了!,-0.3,負向
"昨天買一罐問價格覺得貴,還不如買純喫茶大罐划得來",-0.4,負向
"要看是否口感可贏過現萃茶或不可思議茶類,這定價有點猛,雖然之前問過大夜時段員工,他說大夜時段基本上顧客只拿罐裝飲料居多(現萃茶沒什麼人在買,可能需要等待時間還是有差)另:純喫茶大罐目前已暫時無贈送OP與打折活動",-0.2,中性
好喝,0.8,正向
"茶味算重,前幾天買2杯55還有,但沒看到活動牌子。",0.3,正向
是用多了多少茶葉 笑死,-0.3,負向
"2杯55,活動好像到28日。",0.0,中性
https://i.mopix.cc/UxN4zQ.jpg嚐鮮可 25的話會改喝這款 嘻嘻,0.2,中性
喜歡茶裏王,-0.1,中性
喝起來和原本全家的西西里差不多,0.1,中性
店員是不是按錯了,0.0,中性
http://i.imgur.com/YnF4uxJ.jpg,0.0,中性
"7-11的比全家好喝多了,全家的冰塊很快化掉",0.7,正向
尾韻代糖味QQ711比較好喝,0.3,正向
比較擔心會太甜,0.0,中性
7-11的糖有66g當然好喝,0.2,中性
"只買酷繽球加公司的咖啡,覺得還不錯",0.4,正向
我投7-11一票,0.5,正向
喝西西里搞這麼麻煩幹嘛哈哈哈,-0.1,中性
多一個吃冰沙球的口感啊,0.3,正向
有點想喝喝看,0.3,正向
很愛那個冰球誒 邊喝邊吃多種口感,0.7,正向
全家的西西里一直都是弱項,0.3,正向
單買冰球加在其他飲料 我都加義美紅茶,0.0,中性
還滿好喝的欸 喝到後面檸檬還是很夠味,0.8,正向
五告拍甲,-0.9,負向
"https://i.mopix.cc/XD8FCZ.jpg之前吃的,一般般,沒記憶點我買的時候買一送一,一碗也要45",-0.2,中性
之前買過另一個顏色的~這會辣嗎,0.0,中性
"想要嚐鮮可以趁這個機會買一下,麵體看起來是不錯但畢竟是泡麵沒什麼料,偶爾吃吃就好",0.1,中性
看起來很普,-0.2,中性
很還好,-0.2,中性
難吃,-0.9,負向
麵條是不錯~建議另外加料會比較豐富,0.3,正向
我喜歡那個辣味,0.6,正向
不好吃,-0.7,負向
這價差有點扯,-0.4,負向
感覺有點讚,0.5,正向
萊爾富是惜福食堂才對,0.0,中性
看哪時會割韭菜,-0.4,負向
以前早餐最便宜 現在變貴了...直接收割,-0.5,負向
之前有看到這個 感覺不錯,0.4,正向
不能搭咖啡給個劣xd,-0.3,負向
這頗好吃,0.7,正向
這次咖啡的都擠很小 不知道是不好擠還是店員的問題,-0.4,負向
其實多擠也差一點 心情問題 只有小是還可以忍受 但是一開始下面就在滴真的很麻煩又噁心以前甚至昨天在同一家點蘭姆葡萄+咖啡 吃的都沒那麼誇張不過也一樣沒有很好吃 今天經過看到換起司像是嚐鮮看看結果就踩雷https://i.verb.tw/QowlJ11M.jpg,-0.8,負向
http://i.imgur.com/PobxrOJ.jpg給你看我昨天買的,0.0,中性
不知道什麼時候巧克力會回歸 巧克力好吃,0.0,中性
要復刻的話可以重新上架哈密瓜嗎?,0.0,中性
起司咖啡還以為會是好吃的說,-0.4,負向
"哈密瓜不錯,芭樂也不錯,木瓜牛奶也不錯,但還沒到正夏天,用巧克力和牛奶墊檔比較好~XD",-0.1,中性
長駐巧克力比較實在,-0.1,中性
台南有人見過起司嗎?我超愛上次的起司蛋糕。,0.3,正向
太歪了還小,-0.4,負向
巧克力就沒人要吃 怎麼可能常駐如果常駐 機器就會越撤越多 臨時想吃都找不到店,0.0,中性
太小了吧,-0.4,負向
"巧克力不要比利時,要上次苦苦的那個好吃",0.0,中性
原來我以前去買巧克力時看到櫃檯前一排人龍那些都不是人類啊 筆記筆記,0.0,中性
好奇跟之前的起司蛋糕像嗎,0.0,中性
"巧克力剛出的時候好吃,後來就走下坡了",0.0,中性
昨天只看到咖啡~~~起司的是混合嗎?,0.0,中性
希望像之前起司蛋糕的口感~那口味很好吃,0.3,正向
https://i.mopix.cc/iLKnCZ.jpg,0.0,中性
喜歡起司+1 很濃口感很好,0.7,正向
我比較喜歡起司單口味,0.4,正向
覺得咖啡味不濃,-0.3,負向
起司口味還不錯~蠻香濃的,0.6,正向
"https://i.imgur.com/81y7nvn.jpeg安定的直營店,咖啡+蘭姆葡萄",0.0,中性
筆記的那位是不是很常個案當通例 這樣不行啊 很容易被騙,0.0,中性
你這個店員擠得真醜,0.0,中性
感謝滅火...,-0.4,負向
很吃運氣啊! 中午去買!,0.0,中性
周末如果有特價就買 想吃起司口味,0.3,正向
生鮭魚? 我怕肚子無法承受...先pass,-0.5,負向
海灣貝看起來好好吃,0.5,正向
昨天吃全家的鮭魚沒有美乃滋蠻清爽的,-0.1,中性
海灣貝還不錯吃,0.5,正向
看起來這次的都還不錯 哪天來買一下好了,0.5,正向
今天吃全家的有吃到鮭魚的鮮甜味 特價可買,0.0,中性
海灣貝好吃,0.7,正向
等等來試試看海灣貝,0.3,正向
"剛買一個友善時光的海灣貝,整體沒什麼味道,只有柚檸醬有味道,雖然柚檸醬蠻好吃的,但是只有嚐到一口有那個醬,其他地方都沒有,我自己只能給70分",-0.1,中性
全家鮭魚剛吃 有料欸,0.0,中性
兩種都好吃,0.7,正向
兩種都不錯吃,0.6,正向
都蠻好吃的,0.6,正向
這個真的不好喝,-0.8,負向
這真的雷~像稀釋再稀釋的巧克力水,-0.9,負向
好險 我剛剛在猶豫這個 但我選了泰奶,-0.3,負向
哇這個這麼糟哦,-0.4,負向
"冰塊八成杯滿,倒出來就是冰美祿,20還行",0.2,中性
恐龍不是要有美祿粉嗎??,0.0,中性
"超難喝,上次喝了3,4口就倒掉了",-1.0,負向
昨天買店員說缺貨,0.0,中性
怎麼沒有灑粉?沒有粉超級淡欸,-0.6,負向
"要有美祿粉超甜夠味,巧克力很淡",-0.4,負向
謝謝避雷,-0.6,負向
非常淡,-0.6,負向
集章換只有熱的 就美祿,0.0,中性
之前吃上面芝麻易掉超搶戲~成份簡單但貴...吃過就夠嚕!=,-0.4,負向
覺得換包裝前比較好吃,-0.4,負向
"麵包好吃但芝麻真的搶戲,以為在吃燒餅",0.3,正向
吃芝麻哪有不掉漢堡的,0.0,中性
一樓說成分簡單?這款成分可能是我看過字最多的@@,0.0,中性
蛤?成分簡單?你看看後面元素表,0.0,中性
某p很會曲解齁?我說的是原料組成別在那邊會錯意!!!=意思是表面上只有芝麻麵包/火腿/蛋/起司啦~各種挑語病!=,0.0,中性
好吃好吃,0.9,正向
"看起來料蠻多和好吃的說,不知道限定販售買不買的到,明天去WG練完來買~謝謝分享",0.5,正向
"問,哪些地區有販售?",0.0,中性
樓上~因為是限定也只能碰碰運氣多跑幾家嚕!=,0.0,中性
台北711每天i珍食常見,0.0,中性
"覺得不好吃,愛珍食都剩好多顆,比較喜歡雞嫩雞鮮蔬貝果",-0.7,負向
好吃!但是一直掉芝麻真的很煩,0.4,正向
"這款不錯,沒有芝麻會更好",0.5,正向
不知道為什麼吃到後面有點膩,-0.3,負向
"不是欸...講成份本來就不正確,多數人都誤解的話不檢討自己,反而通通都是別人曲解?",0.0,中性
欸後來都解釋清楚了齁某樓還在糾結啥?都過多久了還執著=,0.0,中性
"超臭,純噓產品總監放山葵",-0.8,負向
昨天買莫卡感覺巧克力味變重,0.2,中性
莫卡還沒買 巧克力味變重 那味道是好喝的嗎?,0.0,中性
可能我都買莫卡 我覺得差不多但我倒是沒發現容量變少,0.1,中性
25ml可能也就一口的量 但會覺得統一都漲價了還硬要少這一口的量??!!,-0.4,負向
30不會太誇張,0.1,中性
可嘆同理對照之前統一陽光豆漿系列也是砍量漲5塊超無言!,-0.5,負向
剛剛忍不住翻了一下看舊版成分 果然長得不一樣 多標了兩種香料 還有菜膠舊版https://i.meee.com.tw/wdf6nSA.jpg,-0.1,中性
"iseLect的我覺得都很難喝,有種怪味",-0.8,負向
自動開圖都不會,0.0,中性
meee上傳後要點右上角三點複製的連結才是直接開的圖,0.0,中性
哈哈哈!果然是統二化工?,-0.5,負向
新換包裝期間 還是一瓶25 !特兩瓶45 然後摩卡味道不一樣了經典莫卡超難喝 都是奶油味有點反胃 只能給0分,-1.0,負向
香料很重要所以標了三次,-0.1,中性
難怪前陣子都沒賣拿鐵就問哪家不是化工廠 375就大鋁箔包容量而已耶 真是越來越貴,-0.4,負向
漲價還減量真的太黑心了,-0.7,負向
"人家是加量不加價,這家是減量又漲價",-0.6,負向
沒發現容量變少...,0.0,中性
https://i.urusai.cc/4O2Nl.jpg改名前應該是這個不過和極饗的紅燒牛肉燴飯比 感覺不出明顯差異,0.0,中性
看起來很好吃,0.5,正向
"多小青花椰菜x1多了20元..以前70很常買,89後連看都不想看",-0.6,負向
看起來不錯吃耶,0.5,正向
真希望有辣的可以在包裝清楚標示一下每次都要翻過來看成分表看到辣椒再默默放回去,0.0,中性
其實超商微波食大多都超鹹&鈉爆表~真正感覺辣的算少數!=,0.0,中性
所以我每次買超商燴飯或韓式便當 都要另外買白飯來配,0.0,中性
柱侯醬?,0.0,中性
看起來很可以欸,0.4,正向
柱侯醬源自於廣東佛山是粵式經典醬料~帶有濃厚豆香&蒜香常用來悶煮滷食材不需額外調味!,0.0,中性
有機會想試試,0.3,正向
看起來是蠻好吃的 雖然109比較貴一點 但有搭i珍實蠻猛的明天去wg練完也要來撿一下 爽吃牛肉,0.5,正向
有聯名的好幾個都破百,0.0,中性
"覺得很難吃,有股怪味",-0.8,負向
吃了 覺得料份量太少 總體算是不錯吃,0.3,正向
"不錯吃,這一兩週目前有活動,可1點數+99元購買要先使用1 OP換兌換券,再用兌換券搭商品結帳。I珍食也可以購買(如決定吃超商的話)。",0.5,正向
"極饗那個很鹹,而且會有很大塊咬不斷的筋",0.0,中性
原價真的好貴,-0.4,負向
這支是GD出的酒( 插鴃ꬩ,0.0,中性
連這個都有賣了cool,0.2,中性
你沒朋友對吧,0.0,中性
haha,0.0,中性
還以為是美乃滋圖==,0.0,中性
標題抹茶?內文芥末? 氣到不知道在吃什麼?,0.0,中性
樓上......,0.0,中性
這愚人節商品 某樓484很久沒進小七,0.0,中性
抱歉沒在過愚人節的 進-4只會直接去拿要吃的:),0.0,中性
"還是要跟樓上說一聲,這商品名就叫做「這不是抹茶鬆餅」",0.0,中性
https://i.mopix.cc/CQn8CC.jpg網紅整理出來的7-11愚人節商品,0.0,中性
愚人節商品不是應該儘當日販售?現在還有?那真的愚人了,0.0,中性
覺得還行 中規中矩 特價可以買,0.2,中性
我覺得味道還不錯 已回購,0.7,正向
其實不難吃,0.4,正向
"覺得蠻好吃的,芥末味不會很重很嗆",0.6,正向
所以愚人節限定商品?,0.0,中性
樓上時節限定沒錯...!=,0.0,中性
我覺得好吃耶 還回購XD,0.7,正向
"芥末味很淡,就是在吃鮮奶油鬆餅",0.1,中性
"這個好吃,希望能變常駐商品",0.8,正向
pass~留給某K去搶?,-0.3,負向
臭豆腐的味道有點淡,-0.3,負向
味味臭豆腐麵吃一吃就好了,-0.3,負向
買去辦公室吃,0.0,中性
"可樂果本身味道就很突出,換什麼口味都一樣",0.0,中性
可樂果還是原味最好吃,-0.2,中性
現在零食怎麼越做越邪門了XDDD 好多驚異的口味,0.0,中性
樓上你說什麼的口味?,0.0,中性
"覺得沒啥臭豆腐的味道,會辣,很普通",-0.3,負向
有醬油的料理都可以試一下,0.0,中性
原味還是經典,-0.1,中性
吃完原味嘴巴還是最臭,0.0,中性
都沒得買了 太夯了吧,0.2,中性
可樂果我買過燒番麥口味的 吃完一包都還不知道在吃什麼,0.0,中性
"老朋友口味最好吃,比較不鹹",0.0,中性
還是吃原味就好了,-0.2,中性
一下子就沒了 想買還買不到,0.0,中性
好神奇...,0.0,中性
要做獵奇口味味道又調的很淡 不知道在幹嘛,-0.6,負向
香菜貢丸湯很好吃欸,0.0,中性
這個口味我真的不行,-0.7,負向
好重口味,0.0,中性
香菜貢丸湯+1,0.0,中性
另一個口味冰沙顆粒感......,-0.2,中性
蘭姆葡萄和市售冰淇淋的味道差很多 除非你很喜歡蘭姆葡萄裡放大的某個味道 才會打中你的味蕾,0.0,中性
真的難吃,-0.8,負向
"全家的霜淇淋只買經典口味就好,其他就像是買樂透一樣",-0.4,負向
"不是吧,我很期待這個口味耶QQ",0.0,中性
"開心果本來就沒什麼味道,要以有味道做評分標準,濃濃飛雷味的葡萄應該會很高分",0.0,中性
四月兩個口味都是清庫存的全家不容易踩雷的就是茶口味,-0.4,負向
加水的抹茶感覺好噁,-0.5,負向
https://lurl.cc/n3fbx綜合口味 沒有開心果的味道 尾韻有一點點蘭姆葡萄的味道,-0.5,負向
"還好幫我擠開心果的是小鮮肉店員,加了不少分數",0.1,中性
"以吃霜淇淋的程度來說,覺得開心果還行,但是衝著開心果去吃就很鳥。",-0.3,負向
真的十分,-0.8,負向
我原本看到標題是很期待的點進來...現在是感激各位...看來不用花錢了...,-0.5,負向
如果不說是什麼口味 你完全吃不出來是開心果,-0.5,負向
現在經典也不好說 做不到室外機那種苦甜完美的巧克力,0.0,中性
"味道很微妙,如果在不知道是開心果的情況下吃,可能猜不出",-0.3,負向
好想念年初的哈密瓜 想來只是迴光返照,0.0,中性
"上 一檔抹茶很讚,不如繼續賣",-0.3,負向
庫存還是要清一下的 ( 茶不然上個月幹嘛沒事來個焦糖汽水,0.0,中性
"開心果不推薦,連顏色都很奇怪。蘭姆葡萄還能接受",-0.7,負向
原本還很期待想試的,0.0,中性
"12月吃過開心果,滿嘴奶油味,不推",-0.7,負向
"覺得開心果口味的東西,不是大好就是大壞",0.0,中性
開心果的原味真有多少人知道?,0.0,中性
"覺得開心果的味道的確有點冒險,不是大好就是大壞XD",0.0,中性
巧克力什麼時候回歸啊....,0.0,中性
真的普通,-0.2,中性
"這個分數也太低了,第一次看到食物的評分可以這麼低,這樣到底是要不要試試看呢XD",0.0,中性
"感謝排雷,原本很期待開心果",-0.5,負向
超難吃有夠浪費錢,-1.0,負向
"覺得顏色很好看,但味道像超級甜的煉乳加水",-0.5,負向
"蘭姆葡萄單獨口味吃起來也是超淡,完全沒有鑑別度",-0.4,負向
"希望哈密瓜巧克力可以回歸,2月吃有驚艷到,冰冷凍再吃也美味",0.0,中性
平價好低@@*評價,0.0,中性
"之前711出過得開心果超好吃的,感謝原po避雷還好沒有買",-0.6,負向
我也覺得不好吃,-0.7,負向
"7的也不好吃沒開心果味,覺得好吃可以試好市多更好吃",-0.2,中性
全家早已不復往年,-0.4,負向
義大利當地吃的開心果冰很濃 不知道為什麼還是謝謝分享,-0.1,中性
好奇義大利&澳洲的售價,0.0,中性
"澳洲吃到的是冰淇淋專賣店,所以都要NT100以上,和便利商店的不能比",0.0,中性
"謝謝,合理",0.0,中性
推推哈蜜瓜巧克力,0.0,中性
金駕拍家,-0.8,負向
跟巧克力一起吃完全沒味道不如吃巧克力就好,-0.5,負向
好市多的好吃多了,-0.4,負向
這個當時網路上負評多到誇張怎麼還有人自投羅網啦,-0.5,負向
外國的開心果冰大多是做舉拉朵,0.0,中性
比較喜歡這次的 沒有上次那麼甜 我覺得不錯了,0.6,正向
真的不行 跟萊姆也不搭,-0.7,負向
這隻蠻好吃的,0.7,正向
附近店昨天換咖啡口味 明天來吃~,0.0,中性
開心果只能吃gelato 一分錢一分貨,-0.3,負向
我這邊也換咖啡了 就咖啡牛奶的味道 還可以,0.0,中性
敲碗巧克力或哈密瓜或芭樂,0.0,中性
這個作者是不是有參考兩津勘吉....記得他有做過類似的東西,0.0,中性
"打折時光有看到,完全不想買",-0.5,負向
這個評論是這種東西不能只有我吃過的概念嗎,-0.3,負向
米看起來好像蛆,-0.6,負向
"去年有出過米型麵,雷到爆炸",-0.4,負向
值得一吃,0.6,正向
不是學濱口嗎 黃金傳說那個,0.0,中性
有看到w 這根本是不要玩食物系列,-0.3,負向
很可怕的味道,-0.7,負向
看起來有點......噁心,-0.5,負向
黃金傳說那個吧 收尾想做飯配湯結果只有麵粉只好用捏的,0.0,中性
高科技米,0.0,中性
"米型麵超難吃的,之前有出一款海鮮焗烤米型麵,第一次沒吃完就倒掉的微波食品。",-0.6,負向
"我覺得還好耶,就口感怪怪但還是麵,整體就碎碎的麵加肉燥,雖然稱不上好吃但是情緒價值加分",0.1,中性
(′・ω・‵) 米非米,0.0,中性
賣相不優,-0.3,負向
"口感滑滑的,味道還行,還是會習慣吃真的飯哈哈",-0.1,中性
看了好沒食慾,-0.6,負向
家樂福買生面自己加醬煮就好,-0.3,負向
很難吃 口感很奇怪 真的是整人的,-0.9,負向
立刻想到濱口XDD,0.0,中性
"今天差點就買下去了,還好有先看評價",-0.4,負向
這不是○○系列好像雷機率不低?,-0.4,負向
"滷肉味道是好的,是米形麵本身口感讓人覺得難吃。它本身沒法像一般形狀麵條讓醬能適吸附合在一起",-0.5,負向
平淡的創意卻企圖以華麗的表演來掩飾,-0.3,負向
口感超奇怪 不知道自己在吃什麼,-0.5,負向
就吃個趣味,0.1,中性
義大利麵就有這種形狀,0.0,中性
也是想到濱口!但幾乎都是有野捏的XD,0.0,中性
好奇那個豬血糕奶茶有人喝過了嗎,0.0,中性
"真的是黃金傳說耶,沒講都沒想到",0.0,中性
感覺不是很優,-0.4,負向
口感超奇怪的,-0.4,負向
"找有野一起捏,可是濱口每次都睡死,有野捏完,然後濱口自己吃不分給有野,傳統藝能(?)",0.0,中性
雞肉麵!!,0.0,中性
試過了很難吃 底下一層油 超膩 即便打折買的32塊都覺得不值,-0.9,負向
買來請朋友吃,0.0,中性
"我不喜歡吃,但一定要請朋友吃",-0.4,負向
感謝滅火 原本很好奇味道,-0.4,負向
買給同事吃,0.0,中性
本來晚上想買...沒看到,0.0,中性
"在台灣到處有滷肉飯,誰會去超商買",-0.3,負向
"好丘貝果我還有抵用券沒用,本店的好吃嗎",0.0,中性
"好丘門市賣的才真的叫貝果,全家的合作款頂多叫圈型麵包,口感軟的要死",-0.7,負向
所以經過門市必買 但門市的好硬 可是餡令人滿意,0.0,中性
內餡不錯 但外皮很硬,0.1,中性
"門市的當天超好吃,放到隔天就差了一點",0.0,中性
"我都網購買回來冷凍,要吃前用半杯水蒸即可,很軟Q~",0.0,中性
藍莓的不錯 好吃,0.7,正向
"竟然回歸了!橘子的加工品吃不慣,葡萄很愛",0.7,正向
是75分還是負75分?,0.0,中性
正75啦 XD 我來改成冒號好了,0.6,正向
需要用紙杯裝小小方塊冰一起喝~,0.0,中性
昨天去7-11有看到也是馬上買來喝,0.2,中性
瓶子的形狀越來越奇葩了......,-0.1,中性
很小瓶,-0.2,中性
這瓶子在反重力嗎,0.0,中性
終於不用每次去日本的時候才能喝到了,0.6,正向
大師兄終於回來了!,0.7,正向
"600ml,跟可樂、雪碧曲線瓶不是一樣,有比較小瓶嗎?",0.0,中性
沒辦法用成日本的鋁罐嗎,0.0,中性
48g的糖..飲料真的是最恐怖的東西,-0.4,負向
瓶身好像炸彈,0.0,中性
芬達最喜歡葡萄口味的了,0.8,正向
!竟然有葡萄了,0.5,正向
"瓶蓋不是搭配的顏色,有種莫名感(?",-0.1,中性
這糖量也太誇張,-0.4,負向
"DONKI有時有200cc小瓶鋁罐葡萄口味,只是價格不便宜",0.0,中性
"葡萄芬達真的讚,不知道為啥只賣橘子芬達",0.8,正向
這腰身....,0.0,中性
3這含糖量比可樂少,0.0,中性
"應該是台灣市場對橘子汽水接受度比較高而且台灣市場鋁罐汽水,在便利商店快要絕跡了",0.0,中性
"這個比可樂還低糖耶,可樂都在喝了https://l.urusai.cc/mXVeN.jpg",0.1,中性
好讚 這口味我超愛,0.9,正向
這瓶子在歐洲蠻常見的,0.0,中性
終於。日本跟泰國之前都有葡萄口味。,0.5,正向
居然回來了剛剛查總共有13種口味 台灣目前只有2種= =,0.3,正向
小時候有 但忘記什麼味道了 最喜歡的是芬達香蘋口味,0.1,中性
終於回來了。感人,0.7,正向
不健康的飲料,-0.4,負向
希望可以有哈密瓜,0.0,中性
